polarity,tweet
-0.28409090909090906,Is the lockdown in Scotland now not sinking into people that its now about merely control No new deaths today ye
0.1375,Admission from HS to PG level in Assam will be fully free this year due to impact of lockdown Minister
0.06818181818181818,Lockdown has given us all time to evaluate the meaningfulness of our lives Do you want to go back to how you live
0.0,Some grade levels in some primaryschools have commenced classes after lockdown School logistics are changing b
0.39999999999999997,A few moments after I photographed this baby we sampled it still warm Happy baker lockdown bananabread
0.0,When do you expect the mumbai local to get started lockdown
0.0,This to to just how ModiBetrayedIndia or ModiBestPmEver He pushed peak for two month If people have actually
0.8,We at bigbasket proudly vouch for VocalForLocal From developing inhouse brands to creating employment opportuni
0.5,Love this version Poetry COVID19 LOCKDOWN
0.0,Day 73 LockdownApparently I am the cats dedicated bed now
-0.6,song crazy and I know it they TOLD so they do it lockdown bless em
0.0,Thats the desperation that an unplanned lockdown and management has caused
0.4,Yet another great day Lets see where the next week takes us At the start of lockdown I watched Tiger King and th
0.125,Ive owned my car for three months today This is the grand total of mileage covered since I collected it due to
0.0,Such a shame that a lift in lockdown restrictions means littering has risen massively often in the form of alcoho
0.0,The family that prays and plays together stays togetherugandaugandanugandanews africandisoprafamilytime
0.30000000000000004,What an amazing final OliverSolberg01 vs PontusTidemand at RallySweden Lockdown PernillaSolberg
-0.02777777777777779,I bet our creators are looking down at this planet now laughing their heads off goin Wow these humans are nuts
0.0,Am I the only worried about astronauts on the space station Lockdown QuarantineLife
0.0,My Sunday lockdown watercolor barry the tit
-0.4,I havent broken any lockdown rules Havent visited anybody bought no alcohol like nothing And itll stay like
0.0,Killing spree at FaroeIslands lockdown Covid19 bloodsport OpKillingBayEU
-0.4,Calling out anthonyfauci drbirx realDonaldTrump Someone please stop this covid19 madness mask wearing farce t
0.0,NEWS KCCA vows to resolve Public Transport mishaps registers 700 Buses 6079 TaxisCOVID19UG covid19UGRecovery
0.13636363636363635,NEW WEEK 11 OF LOCKDOWNlockdown weekeleven blogger blogpost newpost
-0.03333333333333333,North Goa District Magistrate relaxes sec 144 malls hotels restaurants and religious places to be open from MondayLockdown goacm
0.0,WowReality show laughter champion amp Bollywood actress apshaha training her twin sister Bhahyashree during
0.0,UK government public information campaign in Fitzrovia Taken on the 29th May 2020 coronavirus coronavirusuk
-0.06851851851851853,My Hair is now so long that no matter what towel I wrap my hair in its dripping down my back I need A haircut so
0.5,NicolaSturgeon Sothe millions sufferingHow many children abused this weekend NicolaSturgeon How many spouses
0.3125,When you get the News that Lockdown is over Tag a soon to be Bride who is excited to get Married
0.0,UK government public information campaign in Fitzrovia Taken on the 29th May 2020 coronavirus coronavirusuk
0.5,If you do not receive a wedding card in 2020 then you have to realize you are not among the top 50 COVID19
0.1,Coronavirus Oxford scientists working on COVID19 vaccine near breakthrough on antibody treatment Uk
0.2,This COVID19 has created more panic and fights than deaths in my eyes People are dying of chaos mental illnesse
0.3625,The best sound I heard today is my family just laughing for the first time during this Lockdown missing 90 of my
0.13636363636363635,Will we have to learn to live with Covid19 taking precautions for longer period of time without vaccine
-0.5,27of Britions hancock boris marr masks lockdown policestate ukgovernment freedom humanity illegal
-0.5,The govt has been unapologetic about proverty unemployment hunger riots and for all their failed decisions like
0.0,Lockdown in Kuwait increased pregnancy ratesKuwait Lockdown pregnancy Isolation Curfew
0.25,Sometimes youre on track sometimes youre not and thats ok Personally exercise helps my mentalhealth as wel
0.0,Coronavirus UK deaths lowest since lockdown began as 77 fatalities announced Uk CoronaVirus COVID19 Health
0.0,repost tundespyMONEYSHAYE pt2 by Passmark007 Never betray ur ART
0.0,Mulanin 21st century one of the prompt challenges for my art group like followformore RETWEEETME art artist
0.31212121212121213,check out my Welcome To The Club Live Stream Show on Youtube premiered last WednesdayLink
-0.24583333333333335,Hopefully BA losing 20M per day will sue the Preti shit out of them cant be hard to show its innumerate and
-1.0,2020 is the saddest year for the worldCovid19 pandemic in IndiaWhat can be worst than this pandemic Everyd
0.0,kareenakapoorkhan amp saifalikhanpataudi step out for a walk around Marine Drive with son taimuralikhan
0.0,Whats in a COVID19 Model Read and weep via Heritage kdd0211caronavirus2020 lockdown
0.85,If there was ever a perfect time to practice good hygiene etiquette it is now With a pandemic putting countries i
0.6,Sizzling warm charcoalin a sparkling barbequeGrilled chunks rollas yummies in a queuePoured icecold rumwith
-0.875,The punishment for lockdown violation was brutal a month ago Now with Covid19 cases rising steeply each day we
0.13333333333333333,Only two weeks before you can spread some social distancing love to the big doghonestcards
0.0,Weve been asking children we work with in SouthAfrica to share pictures of their lockdown spaces Sakhile sent
0.13636363636363635,Zoom testing the new office desk lockdown
-0.6,TheSunFootball Has he gone LockDown crazy
0.1,BradfordPearson Let the 2nd wave of COVID19 begin in Philly Or maybe the whole lockdown thing was a scam
0.5,I urge everyone to watch this interview by BreesAnna with simondolan on challenging the legality of lockdown6p
0.8,Lockdown life in 7 pictures Day 3No people no words just things keeping me happy I was nominated by
-0.09999999999999999,Real data of how lockdown followed by TestTraceIsolate and mandatory masks on public transport failed to protect
0.0,As market could be volatile expect shakeouts tomorrowNifty SGXNIFTY StockMarket COVID19 coronavirus
0.0,RoyalAscot athome outfit for a lockdown balconyenclosure amp watch Ascot on tv See eclipseracing Magazine
-0.1875,Day76 lockdown 100daysgoingwild gardenexplorers Fairy imagination outdoors Find some little flowers and twig
0.3125,Decided to go for something non straightforward for my first lockdown bread with poppy seed stars Bertinet 2005
1.0,Wishing the queen of Tv ektarkapoor a very Happy Birthday EktaKapoor HappyBirthdayEktaKapoor queenofTv
0.0,JK Rowling has come under fire over transphobic tweets that circulated earlier todayjkrowling jkrowling
0.2,trishregan justagirl705 Its very selective isnt Id say racist discriminates partyvirus cabalcontrol
0.0,Lambs tail lambs ear whatever you call it Stachys Byzantina definitely has a whitewoolly lookstachys
0.5,Some more places delivering afternoon teas in lockdown These ones in Leicestershire teaandchat
0.0,lordjamar I caught your interview with djvlad and I was so glad to hear you say this is all contrived Thank you
0.475,Hi FriendsI am sharing full Preschool nursery lkg and ukg study tutorials and how you can make your own workshe
0.375,Pleased to have been featured in SketchUpUKs dream HomeOffice competition if Lockdown makes you aware of anyt
0.3,Pick and suit your purpose with these fun video calling appsSakal SakalNews viral ViralNews SakalTimes news
0.0,Jammu amp Kashmir Government Issues Guidelines On Lockdown JammuAndKashmir JammuandKashmir
0.0,Market will be volatile tomorrow Nifty SGXNIFTY StockMarket COVID19 coronavirus DowJones Lockdown PMModi
0.0,ChelseaFC Unlock lockdown
-0.4,Me Joe Mustnt sleep Fuck lockdown PolarBears
0.0,Wasabi in Hammersmith has now reopened Taken on the 29th May 2020 coronavirus coronavirusuk London food
0.0,Boris Johnson to ease UK coronavirus lockdown faster than planned Politics
0.5,Day 77 In Cars everyone is a car Humans dont exist So who built them originally So many questionslockdown
-0.1,I spent thegreatoppression taking pictures of the catlockdown quarantine ccpisasshole openconnecticut
0.0,Schools to reopen after August says Centre Education CoronavirusCOVID19
-0.225,Apparently I got it wrong There were 0 deaths in Scotland overnight But the CoronaKarens are bleating Its c
0.0,This week on CoffeeTimeWithGriha begins with nowitsabhi AKA hathodatyagi from paatallok Stay Tuned for the LI
0.0,ekant85 ndtv Yep lockdown drama is almost over Time for Unlock1 drama
0.0,GaryLineker So what youre saying is Lockdown is bonkers We agree mate
0.21666666666666667,Trickyjabs I colour my own hair because I believe black hair mattersThe Lisa Nandy lockdown interview series
0.425,After being locked in for more than 2 months Delhiites seemed to be taking full advantage of easing of lockdown
-0.15555555555555559,TP rationing down to two squares Lockdown QuarantineLife
0.125,I was inspired to finish the first draft of my next novel after watching SOA Home Festival with Tracey Chevallier
0.35,Our Engagement Manager bhavinimakwana celebrated a milestone birthday in 2020 but as lockdown hit arrangemen
-0.4,Disappointed but not surprised has been my biggest mood this yearlockdown
0.0,Week eight shavedhead COVID19 lockdown
0.7,When in good healthcondemn govt for lockdown to sayhow praying inside mosque can cause Corona But after loss
-0.5,Wtf hair and beard dayDesperately need a cut lockdown
0.4,Great nights are comingKeep following for updates on when we will be reopeningNapoleons Leeds lockdown
0.0,DrBeelaIAS You cant control this Lockdown and the spread of coronavirus until tamilnadu is out of poverty Thankyou
0.45909090909090905,New cook book has arrived Some great recipes and all for a good cause nhscharitiestogether thanks to all the co
0.0,Food and me Lockdown QurantineLife
0.425,Who doesnt love these Whether you call it golgappe or panipuri and whether you like it sweet or tangy or
0.1,I work on the frontline at a GP surgery I cant wait to hold my 5 month old grandson amp 4 year old granddaughter
0.25,The more severe amp pronounced the reckoning the politicians media amp experts experience over the next weeks amp month
0.32500000000000007,SundayBlogs my diary records week9 of lockdown and need to stayalert hot weather draws huge crowds to beaches
-0.16666666666666666,PotholeWarriors OfficeofUT ANI These are the ppl who never would have followed Lockdown such seriously they fol
1.0,Our LOGO Crew Neck is perfect for the everchanging weather we are having here in the UK atm but also perfect for
0.8,Bread Winner station Radio FMThe world needs people who are brave 13reasonswhyseason4 SundayMorning
0.3333333333333333,I bet so many women would be able to relate with this Especially after being in the lockdown
0.14285714285714285,AmitShah Right now public even dont believe themselves whether they will survive or not If you understand this
0.0,During lockdown Ive found amp binge listened to campbellclaret amp GraceCampbell podcast Football Feminism amp ever
0.0,ooouu the law got me moving in a slowmo walsvk16 worldcup66 NCDC lockdown
0.10416666666666666,dbongino Consider the source Dan Hes one of the many hard core liberals from the peoples republic of Illinois
0.0,lockdown gardening greenfingers fromseed neverdonethisbefore thankyou Luke
0.0,I work in logistics for SpeedyFreight Were looking forward to when we can return to the office amp have a cuppa w
0.3333333333333333,It has all happened rather quickly in 2020 with the 2000 amp 1000 Guineas being run just 5amp6 days after the resumpt
0.5666666666666667,MalaikaArora shares tips for a healthy lifestylemalaikaarora sassy stunning gorgeous weekendvibes
0.0,To support its claim that the science is settled that You should wear a mask the NYT cites an expert saying it
0.4,Free book giveawayThe Survival of Tom Life in a postapocalyptic virus ravaged world
0.0,Ive found some data about COVID19 in AfricaAstonishingAfter 4months of CoronaVirus
0.5,Used a bit of lockdown time finding out more about CSR responsiblebusiness undertaking this excellent short co
0.3,Schoolreopeningignorance proves whyAngieMotshegahas no choice but to reopen schoolsfrom Alex to Sandton to Du
-0.006397306397306411,I have a new appreciation for The Knap today having run down to find the tide out out the only thing that is te
-0.15555555555555559,Adam92048129 I have read all 3 of the books in this series in 3 days as I couldnt put them down Goodreads
0.0,albertareporter Calgary The epicenter of COVID19 in Alberta ZERO fs given for SocialDistancingReady for LockDown PhaseII
0.2,Such an important message pls have a watch MarkGatiss Regional theatre is the lifeblood of the industry
0.1,From day 1 when the pandemic arrived I was advocating a well thought action plan to achieve herd immunity whilst
0.4,Chameleon 1X2 Bug Light Patio Light Bug Zapperbugzapper flyzapper bugs flys moths
0.25,ViratKohli the only Indian sportsperson in top 10 earners from Instagram in COVID19 Lockdown
0.0,RoyalAscot AtHome chic outfit for lockdown balcony enclosure to watch Ascot races on tvSeen in
0.0,InderjitkaurALS This book is a tour de force Its a massively cool urban dark powerful disturbing and shocki
0.0,Sanitization Drive Conducted In Dehradun Amid Weekend Lockdown Sanitization Lockdown Uttarakhand
0.5,Lockdown DAY 73Level 3Sunday 07 JUNE 2020GEMINI SeassonGrandchildren are called grand for a reason
0.0,Nigerian Govt Sets Strict Conditions for Places of Worship Nigeria Governance APC
-0.0625,CycloneAmphan amp flooding of villages due to embankment breach have left families homeless againPeople have los
-0.0625,Is the current uncertain situation making you anxious Stress is a major gut disruptor so weve rounded up ways
-0.16666666666666666,AuthorRoxy This book is a tour de force Its a massively cool urban dark powerful disturbing and shocking bo
0.3875,Our Comrades are organizing Friendly Market at Ramtala Howrah where free meals are being arr
-0.125,On migrant workers crisis due to lockdown he said some people lost patience and started walking when it came to n
0.0,While food takeout may bring in some income for restaurants in South Africa its not enough to keep the bigger est
0.0,The DiabetesShow hosted by PeterAllton on ukhealthradio Double Olympic Decathlon Champion Daleythompson abo
0.075,After the first wet queuing to get into a supermarket time for lockdown Sunday treat Tea amp toast sadbuttrue
0.0,I Will Give You 6500 Logo Design Templates for 10 tbt lockdown fashion
0.0,Doctors in Kashmir have to deal with multiple crisis during Covid19 a lockdown within lockdown Will
0.0,InderjitkaurALS This book is a tour de force Its a massively cool urban dark powerful disturbing and shocki
0.5,Prem Rawat PremRawat timelesstoday peaceispossible peacemakers wordsofpeace inspirational inspired
-0.16666666666666666,agletterman This book is a tour de force Its a massively cool urban dark powerful disturbing and shocking b
0.0,Mayor of London public information campaign and Summer Will Come TShirt campaign in Archway Taken on the 29th May
0.0,lockdown Romance Masks4All LoveWithoutLimits socialdistancing COVID19
0.0,Gearing mysel up 4another lockdown week with 2012 fantasyhorror comedy film based on the gothic television soap
-0.0625,Religious places shopping malls restaurant hotels and offices which remained shut due to lockdown set to reopen from tomorrow
0.0,BBC News Coronavirus Lockdown delay cost a lot of lives says science adviser coronavirusuk lockdown
0.43333333333333335,GeetimaK A rarity in Delhiwith lockdown in place nature is breathing easy
0.10416666666666666,Who doesnt love Bingas bowling and his hard Aussie type celebrationCricket ProtectGwyAtAllCost
0.0,Day 7 I have been challenged to produce a picture a day for 7 days to illustrate my unlockdown lockdown life
0.21818181818181817,New life from the epidemic I smile in the picture corona coronavirus covid covid19 covid19
0.0,You can take man away from sport but you cant take sport away from the man SundayVibes lockdown level5
0.0,Allium in various stages of its conversion to a seed headallium seedheads flower flowerphotography
-0.5,BORED INA HOUSEselfie sunday sundayvibes mood bored lockdown life tattoos
-0.6,This is what lockdown looks like for us Desperate attempt to keep LO entertained on a Sunday afternoon A picnic
0.0,Man everyones worried about the Fed agenda antifa agenda Gates agenda Elite agenda China agenda America age
0.13636363636363635,New shiiBST on the waybeats trapbeats collab producer musicproducer beatmaking beatmaking
-0.06666666666666661,SLEMT If you like GangsofLondon youll love DrugGangTrilogyBREAKING BAD meets JOHN WICKThe Irish
0.0,Within a span of two months of lockdown reliancejio got 98000 Crores investment from various countries
-0.24999999999999997,ladeedafarzana We should not expect much on the unity front from ModiBJPRSS but his disastrous noteban and
0.0,2 hours passed over 2 days lockdown mindfulness boredinthehouse
0.0,Bro YoungstaCpt If you were given this beat what would you do with itflstudio20 Lockdown BlackLiveMatters
0.0,akhlaquekhan07 on facing financial crunch amid lockdown My survival mode is on Im reworking my strategy
0.15000000000000002,Hows everyone doing during partial lockdown We engaging with our customers and finding out about them
0.10000000000000002,StrongerStabler Here is one of the scientists professor John Edmunds of SAGE fame stating clearly the case for
-0.06666666666666661,jzpitts If you like GangsofLondon youll love DrugGangTrilogyBREAKING BAD meets JOHN WICKThe Irish Post
0.17575757575757578,seventh7rainbow GREAT EFFORT BY DEAR MICHAEL SIR It engages our mind positively in this difficult time of
0.0,Hes gone to the pub Ive gone to the bar next door lockdown sundayvibes
0.2777777777777778,I look forward to my daily catch up of taskmaster AlexHorne every day Its the perfect watch Previously Ive on
0.0,Coronavirus waiting for people to get out of the house Corona 8thJune Unlock1 LockdownFailed lockdown
0.0,IndiaFightsCorona About 11102 LMT food grains lifted through 3965 rail rakes during lockdown10510 LMT foo
-0.4,HiThe Indian Poor starving children are eating to grass The lot of poor people and children are suffering by
0.0,birthdayphotoshoot lockdown Waterfall East
-0.4,HiThe Indian Poor starving children are eating to grass The lot of poor people and children are suffering by
0.0,Animal Crossing just in time gamer Lockdown QuarantineLife
-0.4,HiThe Indian Poor starving children are eating to grass The lot of poor people and children are suffering by
0.0,SarvOfficial 1 TAALA2 SANITIZER3 FAMILY4 DISHES5 GARDENING6 PRIME VIDEO 7 NETFLIX8 PUBG
0.0,While all of us r in lockdown and mofnepal is scrambling to meet revenue targets Mukeshbhai of Reliance raised t
0.0,So hows your quarantine training going on I become a Kitchen Porter an Escuelerie an Aboyeur now also expe
-0.4,HiThe Indian Poor starving children are eating to grass The lot of poor people and children are suffering by
0.0,Back pain is realcoding lockdown
0.2857142857142857,With everything going on in the UKworld yesterday it didnt feel right putting out the redlionpicture lockdown
0.0,Which web series u like to watch Patallok or money heist suggest me pls lockdown
0.0,PresidencyZA CyrilRamaphosa bhekicelecom SAPoliceService DlaminiZuma I hear that MmaMkhize amp somizi r host
0.5,Boris and Dom surely cannot believe their luck with the blmuk protests2020 The covid19 SecondPeak will come an
0.0,Jammu amp Kashmir Govt issues Guidelines on Lockdown measures with effect from TomorrowReligious placesplaces of
0.06666666666666665,another walk in the hood with parisfrance quaibranly lucky for me there is this patch of green in the neighborho
0.0,Pear and raisin breakfast buns glazed with Rhubarb Jam Im never going to lose this lockdown weight
-0.6666666666666666,listenshahid May be 10 are taking precautions strictly FightAgainstCOVID19 justasking I think its impossible
0.07777777777777779,Lovely to receive this message from a Headteacher Half term spent looking after keyworker children care sports
-0.16666666666666666,Remove 5 background images in 24hrs or LESS for 15 tbt lockdown bitcoin
0.0,Its our daughters 18th birthday today Champagne and her veganfriendly fruit birthday cakebirthdaygirl
0.0,I want universities to allow trousers We are used to it now universities quaratine lockdown 2k20
0.0,At 2030 IST today take a look at the lockdown stories from rural India
0.2,Nike you champs really outdid yourselves with the Nike Training Club AppBeen using the app since the lockd
0.0,Thank you message to key workers at Londons Oxford Street Taken on the 29th May 2020 coronavirus coronavirusuk
-0.13333333333333336,I hate having too much time to think My mind will take me anywhere it wants lockdown
0.0,Simwarr Ibu ge siyaasathu LockdownWe need a mid term election
0.15,JoshFrydenberg australian Q1 result proves you were sending us into Recession well before Covid19 Lockdown cam
-0.5999999999999999,I find this really really really disturbing Bad Tyskie coronavirusmemes quarantini lockdown notbooze
0.0,Thank you message to key workers at Londons Oxford Street Taken on the 29th May 2020 coronavirus coronavirusuk
0.15,These SaveDorchesterCourt hiddenfaces love the court for its community and open architectural style Long
0.4,A message from our clay oven When you were asleep I was alight cooking your kleftiko for Saturday night Enjoy
0.0,RallySweden at moment OliverSolberg01 PernillaSolberg RallyInsidePlus RallySweden Lockdown WRC
0.0,What he should have done about lockdown he didnt doAnd now What he shouldnt have done about hospitals he di
0.1,Day 76 in lockdown and again we would like to support PrideMonth and let all our young people know that being inc
0.475,This is true af Nice move government coronavirus Corona lockdown
0.0,So BorisJohnson RishiSunak JGray KeirStarmer SteveBarclay please tel me WHY you will NOT recognise that the 3
0.0,Actor kritiofficial reveals that cases of mentalhealth issues are rising by the day in this lockdown and one s
0.4000000000000001,well done to friend and colleague NorthDownPhysio owner Julia Webster highlighting the huge efforts she has gone
0.0,6 expert tips on how to cope with the anxiety of life after lockdown via countrylivinguk Goodread
